experiment,r2,edf,rmse,pvalue
plants_500,0.11918316544437035,3.3697508780054384,0.20145252015211126,8.620926923528227e-4
plants_500,0.07307378993064828,3.713325633668207,0.20142392963053687,0.017709581659539952
plants_500,0.11969663106731432,2.0012110905525153,0.21178377309718668,0.05564749817398024
plants_500,0.11403488606351886,5.085256993174376,0.19788385499652664,0.02743045926533272
plants_500,0.08113318614299081,7.089485808678051,0.2064974718670086,0.010881677890373642
plants_500,0.14296302912195535,6.073600059284594,0.21522807143914152,0.003772363304554327
plants_500,0.10341315052672806,3.7574185821200716,0.2130452408258253,0.07107938309625178
plants_500,0.12872317954442958,4.8094505509587195,0.20583550073475165,0.048188896867139785
plants_500,0.08225473372209657,3.8591939479233432,0.19995823668536397,0.05138053575719104
plants_500,0.10635005361070637,2.523983211972713,0.20550645915059854,4.1728011186664693e-4
plants_500,0.11878832622859004,3.3423452074864404,0.2173127238586289,0.01076211431312335
plants_500,0.11423245410008287,3.216065632098046,0.2131218872979874,0.003264855206065398
plants_500,0.12083282433808173,2.000859555860462,0.20159740882504387,0.04199132573874631
plants_500,0.12257024928337723,4.665247192902397,0.20941049340073542,0.006236896791855628
plants_500,0.10336680226652517,3.953650992844226,0.20480430104845015,0.028739502770368908
plants_500,0.10815404066216239,4.702179489429213,0.18964252162445486,0.1052836917614019
plants_500,0.11309343067499567,3.7483578201835863,0.2147495674406442,0.025106583860969478
plants_500,0.10084755672389234,2.847379429173041,0.1934906095197055,4.2153254782406613e-4
plants_500,0.11408563948872574,4.025584497264819,0.19580589145455418,4.977496631608513e-4
plants_500,0.11495197015710912,3.86362019454048,0.21155471431982248,0.07375281340254147
plants_500,0.12245974520655933,2.850323243380816,0.20478905255192484,4.250305032278412e-4
plants_500,0.1035760259724634,7.162799588471716,0.2189769918934035,0.0015599802765609017
plants_500,0.10067416390709583,3.566161631559348,0.206201062610897,5.574799524370455e-4
plants_500,0.11034851860799189,2.6675906760044326,0.20339680752157024,0.009310389063287294
plants_500,0.10577919820762793,2.5662893262276376,0.1958214312403575,0.010494802973601614
plants_500,0.11769907065890184,3.3968992623122234,0.20159898027916617,0.09545768395401533
plants_500,0.10960470660607768,2.6196864484679527,0.19711649069830575,0.4278470942317345
plants_500,0.11120140838924564,3.862273191378046,0.20102966703683425,1.2474553346225603e-4
plants_500,0.10232231227776933,3.2831017128027606,0.20297687366864697,0.10712098616235494
plants_500,0.1267854261335737,2.001227648223617,0.21731819426220902,0.008638259291946782
plants_500,0.10931478206774359,3.3130932953157415,0.20500311675237723,0.06940027637347806
plants_500,0.10713662902618959,6.775484350337389,0.20012434612588692,0.0236708192729721
plants_500,0.09438986496031754,3.8324243121666233,0.2064245508621285,6.179596859703373e-4
plants_500,0.08243550249859877,2.787700975266767,0.20003417161227352,0.24227488214738668
plants_500,0.09379287743230136,2.432997366941686,0.2143123516042648,0.35046259670597185
plants_500,0.11718368328274376,3.0307137601580205,0.20651293254250633,0.029398374765816415
plants_500,0.11608345350275273,3.9433720857853545,0.20665062608991536,0.22500181949056902
plants_500,0.09524990106331233,2.0007338300398643,0.2080958940886528,0.13290750679855806
plants_500,0.11162122913648143,2.901452078020579,0.19655918851513,0.04007674691962876
plants_500,0.09423447794861528,4.05379053130176,0.1949038580526207,1.232747922013111e-4
plants_500,0.08687885984563082,4.6449150188362065,0.21020530113527555,0.08985657663730001
plants_500,0.09544624927260092,3.7566031172148775,0.21176738894956756,0.004821495073738968
plants_500,0.10218324160489911,3.282073662064061,0.2080103032094462,0.2102222230599312
plants_500,0.12334842895146891,2.085618978642533,0.20714626523449184,0.422056282299229
plants_500,0.11728600808039713,4.167630592508262,0.19839309836253027,0.01960808533535663
plants_500,0.12166135869488615,3.3284440876665515,0.20612245782022726,0.07368862163431011
plants_500,0.1076897087938945,3.24389352894629,0.20622237132021298,0.005460073631296969
plants_500,0.11930257343150474,2.6490390037434772,0.2114837664104763,3.0365205663684947e-5
plants_500,0.0729275969325941,4.895816489104364,0.20568519146905964,0.12457440504693534
plants_500,0.09330819864183604,2.2239088711736863,0.2069149752376941,0.11957601573938254
plants_500,0.09734835676879638,2.889683639888879,0.19821355317121553,0.07012476179735849
plants_500,0.14809721971837808,6.4150777168625925,0.20484011607617778,3.3774393800201086e-4
plants_500,0.13199132456258944,3.1089043524158755,0.20618877107944414,0.02706000654809293
plants_500,0.1054004304525028,7.778346638197323,0.22161821706709692,7.259925288415903e-4
plants_500,0.1106994382039348,2.3913028222809323,0.20737387585078396,0.48066076875240904
plants_500,0.0957262357200317,2.0006898175315033,0.20717766346039962,0.16459758189901225
plants_500,0.11729956340766001,2.686596909608254,0.20297984091821142,0.0021405012188097094
plants_500,0.11178384397387087,3.2250637112728495,0.21124415354943152,0.07176602570631208
plants_500,0.09310227850455743,2.5811723153660537,0.21301495135095372,0.0017310493782757286
plants_500,0.09899883629874362,3.885350177454025,0.1883586614033032,0.11642330969729464
plants_500,0.11853580488653237,2.0005101358884083,0.20995847173667243,0.037911415180655106
plants_500,0.12387243042015417,2.014236782768875,0.21250025597051453,9.817000946452659e-4
plants_500,0.11782843148694888,4.6905054015407055,0.21131149559245005,0.16356353752464436
plants_500,0.10845517149890549,2.001082703054081,0.21767338525455868,0.0033215877654639847
plants_500,0.12636026080660223,8.770355720672587,0.20647928322871859,0.005000385745940639
plants_500,0.09128340813338709,2.00069012851509,0.21010415761824908,0.05047630560129812
plants_500,0.08929574416805441,2.7919529970711428,0.19313041761496166,0.4643835057900779
plants_500,0.09085199215121575,5.316546695829958,0.2139407660423914,0.072019080023074
plants_500,0.12840763105287323,5.68641755515061,0.21984451313074294,0.00345114037871308
plants_500,0.09838756850464825,2.110911627408749,0.2181313123554986,0.008567872721396697
plants_500,0.14946610737964572,3.4083558240549703,0.20694282285260224,0.17930611364581267
plants_500,0.13680342814402113,4.1797057690580814,0.21287609835256224,2.571195816719052e-4
plants_500,0.11119963625584184,5.513216555331165,0.20539810251273075,0.004388453999213504
plants_500,0.11540028332949326,2.000278103778239,0.19902916162818593,1.7391908799990752e-4
plants_500,0.11591582876115325,2.7452182464542236,0.21705023819177113,0.10175774982063085
plants_500,0.11367565133192048,2.3481928878228615,0.20207368931675762,0.019585712484413764
plants_500,0.10034083668546301,3.743660465620904,0.19825086243324505,3.237696382974997e-4
plants_500,0.1553201757080852,2.6613620014813133,0.20813748863070844,0.07533544448412427
plants_500,0.10812205573268718,2.0006676520009736,0.21293545146657267,0.15301945751234686
plants_500,0.09873780837348856,2.8295906496721015,0.2070746424817519,0.0014143531723957992
plants_500,0.10486649026933414,3.2314378363559144,0.2079879830706274,0.05851536276176328
plants_500,0.14223217460561322,5.828082460170147,0.20076480249626158,0.11575616697128832
plants_500,0.10493855140755626,3.0820272799787465,0.19843349414038566,0.18644388409757556
plants_500,0.1213761743033952,2.000760897599454,0.2005924279452788,0.04818623870046351
plants_500,0.10534981351636474,2.0005251042010523,0.21139966921596265,0.10750619227602215
plants_500,0.10579219689954267,3.457308157817827,0.2104466761937576,0.10301730535138937
plants_500,0.11239153917155809,2.0561606217130466,0.2095168262107806,8.31367698647667e-5
plants_500,0.12427871072854546,2.001152452362374,0.20442270281723035,0.012955309131425397
plants_500,0.09674297836111301,2.3385023536094875,0.1987144627078637,0.01710475640139192
plants_500,0.10249895967561606,2.790995215433291,0.2045818374687328,0.05004750702785821
plants_500,0.09710809641124274,2.0008596478919602,0.211592483674875,1.2950445595127924e-5
plants_500,0.07653528153285749,2.5637292795460045,0.20140771393309198,0.08318042425298883
plants_500,0.12520436172537375,5.405374995238437,0.2160943725457992,0.015050750493226017
plants_500,0.07987967621012326,5.5445493063138125,0.206226732300913,1.1099604162501109e-4
plants_500,0.10105184104244458,2.9788375476139146,0.19264371579504347,0.028755951142377112
plants_500,0.11792313628578888,3.2885044038271922,0.18655023597093942,0.0013099561899577172
plants_500,0.12024015738633942,7.239844807498022,0.20284152477755396,3.760851391693687e-4
plants_500,0.1059704185434528,3.4577946087512417,0.20691811009603905,0.17813453044978095
plants_500,0.10044713940931582,2.498178175954039,0.20333035498051377,0.00975080410481216
plants_500,0.12593631586423704,3.2995601944379356,0.2040325545802641,0.05936778657592867
plants_500,0.10694425579939759,4.343501218668841,0.21136427428604718,0.07919517327038361
plants_500,0.10145305738577848,7.098585719117485,0.20446169551462143,0.011458433813533286
plants_500,0.11610602930585878,3.400080358388788,0.20484344943588118,5.662380705692138e-4
plants_500,0.10300133805521494,4.5218941919860525,0.22551121370594315,0.010410994314692057
plants_500,0.10094160395374152,2.098040635677973,0.2056822028146251,2.4231894061998993e-4
plants_500,0.09923082989724152,3.0455029880493196,0.21144565517403183,0.04217338559188294
plants_500,0.09393141118999104,4.355746927165853,0.2037976184050204,0.391023529278051
plants_500,0.08803615662338471,2.8885643559796264,0.18929033683406662,0.017540800555544633
plants_500,0.10537236299515285,2.000577309167821,0.21616790987474324,0.02694728636869781
plants_500,0.09082906711385452,2.000871810967272,0.20256671661599657,0.0306729350476172
plants_500,0.10246885642182324,2.441068123093437,0.21901348766912268,0.09730936304851823
plants_500,0.08021441582487521,2.000341418018835,0.1949738651313762,0.07776936417780606
plants_500,0.11217975788822288,2.001064481446521,0.21488633745260646,0.49809625098415305
plants_500,0.10328811142691041,3.164268519972688,0.20203118776426446,0.1285781482756092
plants_500,0.09429376360560349,4.384569257707465,0.19628120351051292,8.899648943354044e-4
plants_500,0.10842921736574462,5.128723312358642,0.20320989477636844,0.06464613196604163
plants_500,0.1214981072721506,3.5721419785828004,0.21364169788555562,0.03442133198309699
plants_500,0.09322421324113417,2.496347654348144,0.21344348359024637,0.02305027459399911
plants_500,0.0977021306720619,3.2264766496428843,0.20884958236711276,0.15366414824036906
plants_500,0.12181497091312543,6.27710541197774,0.2056382204290384,4.829631134761203e-4
plants_500,0.1338290829904294,3.635028200975983,0.2153507593760338,0.05577579847918501
plants_500,0.11207408183194167,3.367839455821742,0.2134370484722401,0.021429308648111156
plants_500,0.08494341109102321,3.135312852946408,0.21570026589257446,0.11756040170794596
plants_500,0.08691295785825259,2.0007291599021073,0.2160813962077259,0.033133701586285036
plants_500,0.13746272270087734,4.6742334321138195,0.20261690095512938,1.2349691387114614e-4
plants_500,0.11468377203186841,2.548891182923955,0.2164290686686279,0.051311057940096605
plants_500,0.1033682543566049,2.517853940404055,0.20748371727910336,0.03292646888006945
plants_500,0.10891651864504226,2.864042306556099,0.20627436198698393,0.37886915368240487
plants_500,0.1389591530985922,2.285559068158364,0.1986267722286631,5.775031155119681e-5
plants_500,0.09062609456872217,4.283191464135605,0.21754626128742185,0.06478882484470422
plants_500,0.1289715559226834,2.0009362854435593,0.2083701678941289,4.018180969365126e-4
plants_500,0.11019034701501074,4.553835933123183,0.20874786152973196,0.18644154272429286
plants_500,0.1003550400478549,3.296662692711354,0.21531803157201887,0.015315485379139904
plants_500,0.09515856686674184,3.3752262835158966,0.20933443237679727,0.17535813638137948
plants_500,0.08127076316743742,2.001498931317788,0.21768500561268816,8.568530297784482e-4
plants_500,0.12475323197582189,3.816104161510113,0.2083902472909669,0.030362374836532813
plants_500,0.11550735785601884,4.9493825865004535,0.2100093720312267,0.038696470804907346
plants_500,0.13417941580428394,4.737088753484734,0.212660378773636,0.0117158299644321
plants_500,0.1010704019979296,2.4038474053137286,0.20095670674048827,0.03062275384911939
plants_500,0.08923028620357831,2.6946495452308,0.20661638675573232,0.687328183232681
plants_500,0.12922177895225295,8.723215708811459,0.2128548994869323,0.01131906409169231
plants_500,0.13133678066548515,8.968795875120145,0.19965257471183756,1.0849756697040025e-4
plants_500,0.11030139622741264,7.007457845330043,0.21290328333179054,0.0012828647203503296
plants_500,0.10787775399801658,4.7308211517565715,0.19558295538028844,0.005340375904954231
plants_500,0.13496076085494013,5.954335835787336,0.213423279557357,0.003149249690923006
plants_500,0.10958529733338196,2.2944086614795784,0.21609272115719388,0.0412301193320061
plants_500,0.11387474550113252,5.253351656022295,0.20762636163373901,0.017087657291843195
plants_500,0.09473936308336883,2.2195700944446077,0.21251594491652043,6.978601428271336e-4
plants_500,0.09915617967415746,3.1611241527793528,0.2134760017982077,0.20837871897175142
plants_500,0.09483633877265985,3.827995493860165,0.21818566755671698,0.005938188569030112
plants_500,0.08186807227472959,2.00038410369537,0.20479785950966659,0.006373196083654775
plants_500,0.09591814572941815,3.317066696707478,0.2110082588549673,0.0017881371538740476
plants_500,0.09543463845995903,2.0001428518314084,0.19128866151793622,0.059787664857683165
plants_500,0.10508080862182856,6.435877804544139,0.21108520706124878,2.3772106060193643e-4
plants_500,0.10917703656078859,4.106756479088526,0.19824691401455433,0.057884218864907244
plants_500,0.10201240370254028,2.9462218058103407,0.19332278112515225,0.19518866837627236
plants_500,0.08300182949462087,2.000667514693752,0.20062844474046324,0.009617254980950396
plants_500,0.11055247550785319,2.000604928304135,0.20845598791890388,0.0038217243559889313
plants_500,0.12253154944509281,2.628215504589181,0.20879767686067222,0.16030825588012865
plants_500,0.12634342747372707,3.7832564178906742,0.1933783843709138,0.03220131727309611
plants_500,0.1356986983588091,5.254024757773277,0.19703193468158833,0.05196799139738406
plants_500,0.11126824162813409,3.4702857136336775,0.2056439881979668,0.003649263926921331
plants_500,0.08423780945343362,2.00093368776961,0.20842340193701153,0.028983738453871477
plants_500,0.11177731435815397,2.697526487851532,0.21308571954228986,0.06777833478058642
plants_500,0.12817151658155057,2.4870673009656126,0.20597925175043164,0.1721553699780387
plants_500,0.088926658659085,6.492794385243155,0.2045668042997837,0.0713238936764008
plants_500,0.10781962377271948,7.55568118768229,0.2069440783123492,3.248306608115148e-4
plants_500,0.0923297388210943,2.5097935235321875,0.20698756430951257,0.010673476855043385
plants_500,0.1206905516829565,2.7384512504050256,0.19500876543743,0.029489700282475828
plants_500,0.10779314933271888,2.8358644533599473,0.19495354857372182,5.883747150794982e-4
plants_500,0.09115225749458777,2.567905253474807,0.20386677194939495,0.3415083514398739
plants_500,0.1275177536694737,2.000599329974237,0.20364780157239246,0.17184329161388812
plants_500,0.0907130799406094,3.733091962065194,0.20274979166275095,0.13534307123154377
plants_500,0.10481836968359992,3.203141694208456,0.21422058096298888,0.036579549206178175
plants_500,0.1162467195352972,3.637049770728641,0.20828831009531726,0.01403692729070699
plants_500,0.07713395250623534,5.532493958172101,0.19854862456056094,0.22309935664749359
plants_500,0.10335825541314148,3.103712787132627,0.20489405103468353,0.018984992437391268
plants_500,0.1164026025243895,4.540705491978835,0.22112818813437327,0.026072912051146147
plants_500,0.1174372294618442,2.964175869898671,0.21377469945200836,2.626781700094116e-4
plants_500,0.09455724201768867,4.1992766538190445,0.2092378623057665,0.05065165700855756
plants_500,0.0770239531375011,5.117396599698606,0.20188243213771756,0.009184989222781992
plants_500,0.12086837458657118,6.162105971281853,0.19671675751576792,0.0031933221605070505
plants_500,0.09604076624880242,5.703967692458638,0.21057505279833574,0.048956338894603324
plants_500,0.09511945280773693,2.9105459843781154,0.2063068643133588,0.11610616123565554
plants_500,0.0811440655912129,2.002514911007951,0.1971585175020489,0.36478496693833184
plants_500,0.10358787268571812,6.071611886521078,0.21163926767264143,0.007205389910027116
plants_500,0.11428372163638101,2.2834611978944426,0.19398234807310424,0.3809269507890231
plants_500,0.10617872302290632,3.4853457723963635,0.2234970181176089,0.01958084808316407
plants_500,0.10637545425846695,3.6208102576766126,0.21230807016038217,0.28628298240241
plants_500,0.1056532319692044,2.5395334723556484,0.20871212581127596,0.09669278829974842
plants_500,0.11102523399582676,2.000449677982505,0.2203498033203436,0.0012016641492838542
plants_500,0.12856982094307934,5.916397307004725,0.19695206792622527,0.004023470588488398
plants_500,0.08665364960371147,4.175908422346989,0.20973914029634866,0.019410765766137206
plants_500,0.08017891908994224,4.800693018557004,0.20041940106263584,0.0063299446362280465
plants_500,0.13373152456685844,4.621932864855868,0.2096948033951534,0.004949950938375303
plants_500,0.10345118345393389,2.0016256222012956,0.20744171444920423,0.004453073039595801
plants_500,0.09567262444788804,3.4759701376696603,0.2217134080633165,0.015799080711822677
plants_500,0.13503133574480097,7.87085984726071,0.2092588363392898,0.054547344543585674
plants_500,0.10014909891581625,2.0012336976455285,0.21298344821099152,0.19990037622005952
plants_500,0.13541832359521766,4.133506807899077,0.20615861653819023,0.6607691560782794
plants_500,0.10025078823433264,2.089276699694477,0.21572753164622813,5.976019127154064e-4
plants_500,0.11262221892024737,3.4889865103963027,0.21435317299492748,0.021351895966643664
plants_500,0.11233819776868592,3.0717426203024605,0.21231187916145072,0.1990559945154271
plants_500,0.1381863402459126,3.5761360325511338,0.2021762114402603,0.02747084018299939
plants_500,0.11917675675915529,4.182776751309905,0.21333481194555695,0.016717008722311466
plants_500,0.10399857166272752,3.6844694912199576,0.2089642897023342,6.851143378483471e-5
plants_500,0.0935885711629324,3.0310795289529393,0.209672088907924,0.06765459214716174
plants_500,0.13975680108823396,2.1573271370243448,0.20488192883825065,0.001989538795330703
plants_500,0.09790214813187548,5.16927681304085,0.20198833697078825,0.002061584277824935
plants_500,0.11681829089116669,6.129949124346592,0.1897227819429398,0.008232528072774414
plants_500,0.13230346863193687,3.636094915887098,0.21561576649176714,6.586367740479826e-5
plants_500,0.11176484475539039,3.8120159243604532,0.18169518447843025,0.005444830450982319
plants_500,0.07810259771119943,3.1905069506425923,0.20458594979365688,0.28605640445608355
plants_500,0.1237480985682794,3.838097788310215,0.20473380133293556,0.012985464272982417
plants_500,0.09903843615407781,2.001401663650776,0.2121518281204721,6.377649611706282e-4
plants_500,0.11401977298811683,3.694837429300297,0.206736892403558,0.19400485311024201
plants_500,0.08661642543025516,4.344350569417573,0.20822174470336066,0.003165675442289073
plants_500,0.12244851652583733,2.0007278906268193,0.20835600048138914,0.29754592111118555
plants_500,0.1052303253419935,2.0022792613958313,0.21139373885006268,6.628684853362543e-4
plants_500,0.09219319617089006,4.792196485207328,0.20537976905143915,0.022948366797647557
plants_500,0.10236687160868341,4.441910528187044,0.1982623638197129,0.011968605289723822
plants_500,0.1359654203896531,5.282295988574827,0.21063585643952243,0.003259906963096304
plants_500,0.13742075027789236,3.8271272966037406,0.1980782107481233,0.004355620650786263
plants_500,0.13789233613546048,3.186363399026794,0.21551265008337875,0.006968904617497662
plants_500,0.09913337320866789,2.0007859141676354,0.2015426191894058,0.006121868046283618
plants_500,0.10265180668542617,5.697043759502557,0.20632636670926488,0.009501930923231094
plants_500,0.08415649408055059,5.499639110630086,0.19140828513947866,0.036286206566017554
plants_500,0.10734097938504983,3.358839258479605,0.19203857051229212,0.14967337697411515
plants_500,0.10821825693724174,2.002280268070964,0.20198011793770376,0.2429152120034584
plants_500,0.13710796381261092,5.781572312207338,0.20565113185549697,0.031093431508156355
plants_500,0.10056123623912627,3.3799991471745456,0.21968655447986543,0.012182594110592748
plants_500,0.12724012661416273,2.4309230527692454,0.20560116555424596,0.01611092261126995
plants_500,0.10812691775996186,4.087828088980412,0.20560908191215857,0.0022860144132217375
plants_500,0.09398678985153719,4.06352493526894,0.2103147055971741,0.0021723647182798622
plants_500,0.13874666832966454,5.35892321970711,0.202266114065702,0.001644279095487533
plants_500,0.10362326773260744,5.561050970966274,0.20745839416741021,0.01267271067012754
plants_500,0.11298968665253539,3.4650663875792764,0.2033499261117303,1.0730357702470883e-4
plants_500,0.11832544562775804,3.6764826733358382,0.21981529343459905,0.00408654680302295
plants_500,0.12303120746819163,3.2324379265781396,0.21248007193991322,0.016063831658481964
plants_500,0.12312793240722819,2.6170470239514754,0.21042054515665656,0.04956735633695708
plants_500,0.1274900232610362,3.75480469204434,0.20385410496472653,0.010071016396679844
plants_500,0.14006600568680283,6.854194616772946,0.20180237693908615,0.02688886220464648
plants_500,0.12831404895825393,2.3526901259075954,0.21044672101861553,0.005882390162972595
plants_500,0.1393165636202378,2.477057217276243,0.21009721958018687,0.13662183148470575
plants_500,0.095149858259438,2.0006980949258355,0.2044653041229414,0.3789183938931247
plants_500,0.11536904094868183,5.063939121868435,0.2069620968089035,0.003933728588158103
plants_500,0.13353268797165085,3.6430908417147205,0.19388654999702878,0.011227580127743053
plants_500,0.10563238195074687,3.039356111066612,0.2008446855351832,0.0740822677447075
plants_500,0.11794190896473256,3.068605991034576,0.21578379882553836,0.01593467502374235
plants_500,0.09374266474922188,3.659001454660028,0.21426403377108813,0.006984556357641947
plants_500,0.09096040937576677,8.790040269931076,0.2146922134283175,0.0595627510523824
plants_500,0.09044179901505689,2.000317910579959,0.20580758314584494,6.686379099107853e-4
plants_500,0.14527185737353931,2.8935817583648444,0.2025494182364568,0.02623299833902437
plants_500,0.0712576385089011,2.001207153719193,0.19923826799807726,0.0022255263033358896
plants_500,0.15233071596445613,4.717945228843671,0.19665336700807062,0.039185011454757
plants_500,0.09956822842184454,2.0005091954691747,0.21127163142127323,4.5807787789475807e-4
plants_500,0.1354295776354345,4.230916385824779,0.21160703887243273,0.0011790051183434014
plants_500,0.14954907517083482,2.9968202717908614,0.19530522105475726,0.001058741876358793
plants_500,0.09231407305676242,2.0008801075235874,0.20242074444935373,0.061461465638370905
plants_500,0.12186886442288014,6.564585967902106,0.2063467928134609,0.29778022361021533
plants_500,0.12709000735400844,7.139791589308443,0.19471322785874692,6.912144653187791e-4
plants_500,0.10936319278759987,4.509579777631381,0.20424210466622553,0.02200815306360604
plants_500,0.11392398124817893,5.6738353643167665,0.19998151941630488,0.05225140121031163
plants_500,0.10858723755203536,3.1689299036996763,0.20665953511413418,0.026613265350863113
plants_500,0.11482281519214677,3.4581766237369265,0.2102518015726204,0.1046672889461922
plants_500,0.10397606027663775,3.788724426294715,0.20508581974251291,0.07059031855979814
plants_500,0.12760895369863023,3.867663987059615,0.20489948449200543,0.021644077741787116
plants_500,0.12133357091070018,6.300112299971576,0.20857311571174314,2.4223100058551328e-4
plants_500,0.12397197189073084,2.6384366618941324,0.21471533681350397,0.16031415113238334
plants_500,0.1095669179036054,4.9460083719586745,0.20576958369140005,0.0018350062151448743
plants_500,0.14342453799693522,2.0006211684168718,0.20975620922821575,1.290679188877264e-4
plants_500,0.10001307792809488,3.304890816251178,0.19260496392734608,0.013559197709152149
plants_500,0.09282399015284404,2.755635102875813,0.20283732493176893,0.21077704791104274
plants_500,0.10309921450058512,5.605832364872455,0.1995094384730319,0.03123046491803061
plants_500,0.12808701911309617,6.253158105052536,0.20684829420936113,0.00483568399102019
plants_500,0.11334948772045339,2.0006651719861357,0.20249123629061433,0.16864253138424218
plants_500,0.11106881844908045,2.000536118278828,0.2063607985578763,2.760180237144638e-4
plants_500,0.09983602913200407,2.5856755441124384,0.2141033918768426,0.0017800313465102802
plants_500,0.091129903969414,2.0003790061838456,0.20012564046382028,0.15793610914446177
plants_500,0.09801755413834279,5.083465277382528,0.20751109022172384,0.054975467435747216
plants_500,0.11148591019060938,3.4347192380384466,0.21399996958291972,0.2559902211707495
plants_500,0.10397886841109649,2.23211592662786,0.2160167781856676,0.6865394298237961
