experiment,r2,edf,rmse,pvalue
plants_500,0.10462339177202262,3.1416714515635893,0.21114021759746848,0.0636522281696309
plants_500,0.08088409143057007,3.380398975891065,0.219087940373947,0.047097759439534204
plants_500,0.09397203240065288,2.0012495334066767,0.21551129722432685,0.018788393387309588
plants_500,0.11328293769271258,4.0931513075784,0.2034636026395352,0.005201892215286219
plants_500,0.06451861154050242,3.551097435287913,0.20273776256858655,0.23094005844810783
plants_500,0.10945081870047513,3.661333285514716,0.20227052506720442,0.047003641186892375
plants_500,0.09074150554071692,3.338355163593014,0.20177780879220883,2.177995366518526e-4
plants_500,0.09150705750527954,2.000672003677567,0.21499460484990865,0.0014375645801752435
plants_500,0.09153246396144121,3.3666893095881005,0.19205656594749995,0.02847436157579586
plants_500,0.15127370069392343,2.0004930723608436,0.20447842083788342,0.0016238021522145818
plants_500,0.12192400827776106,3.551464157365163,0.1936567407756129,0.013466761220737478
plants_500,0.11125311116642878,3.191789446431247,0.20068810310241525,0.0038110677418900507
plants_500,0.13321648324596125,2.930188769870071,0.19665737567393968,1.1676279811634327e-4
plants_500,0.14331969328376915,3.1697738712169437,0.21055418796138511,0.09961827364707865
plants_500,0.10228986648277139,2.000466933368698,0.21570728403308675,0.00144522200003383
plants_500,0.11053373146849033,3.695293792074291,0.211657994626763,0.009582365877933485
plants_500,0.10611301819180285,5.3534795777768425,0.2161898930802445,5.186299059572463e-4
plants_500,0.09041438056291529,3.0748476892196255,0.1898227545740637,0.0025240670871892745
plants_500,0.1055572566318298,2.000722056789043,0.20478779155041413,0.007628913995804565
plants_500,0.10080623244403919,4.459921468000067,0.2030114602429233,0.023059644622657027
plants_500,0.11850330965746048,2.0006550086358432,0.20510997784418702,0.003510274566070337
plants_500,0.09908651719723371,2.3506935646353546,0.2066101007821809,0.021382432209635482
plants_500,0.08187974220782013,2.0197026733073353,0.21263107980706283,0.01733541163746921
plants_500,0.11882672641854841,6.297545732166083,0.19912365384615693,0.12054088755886877
plants_500,0.08944559557748288,2.4123482357500734,0.19670686469481108,0.6220588699542324
plants_500,0.10947063538402979,2.8127880077435696,0.2037344692218146,0.027652829623772412
plants_500,0.1164711829441516,2.001195589965016,0.20222633210823235,7.267176032825784e-4
plants_500,0.12254873341064931,2.000815967877524,0.20053930249537866,0.12740113842510814
plants_500,0.06445476513305415,2.979241174047897,0.20299402821218623,0.009028182145386476
plants_500,0.10364702930646752,3.8035704805210706,0.20642982740238885,0.022299445892092096
plants_500,0.10589510316406259,4.960901748623115,0.2061492264310797,0.011002969588942701
plants_500,0.0946491612448207,7.686652660219573,0.1998265432660477,0.001235525331812981
plants_500,0.08608970908374391,2.858902178465527,0.20832377438642155,1.7155405746782648e-4
plants_500,0.09895050850194664,4.903987212935882,0.20582631361339404,0.05231760620843029
plants_500,0.09020017022382576,2.001076732036689,0.22369194409879167,0.10865696698776095
plants_500,0.14257841712419883,6.410932492502653,0.20344780094718984,0.02865532214780281
plants_500,0.11039613009081495,5.421967107544288,0.2145865280717193,0.0022519161524660603
plants_500,0.11215881865095267,5.1928242813209,0.1949434465749903,0.037967027872990944
plants_500,0.15603657098011825,2.000312113202311,0.1891813651890573,3.7819384044773807e-4
plants_500,0.09907675232098889,2.6945392745630388,0.2012266302142383,0.010805713989063326
plants_500,0.12963525756871175,3.027710508056815,0.20851574890162927,0.12787371038608625
plants_500,0.09683163888860447,2.8607654205624926,0.1983897105197201,0.14422105370533034
plants_500,0.0900609959470593,2.8574654210051786,0.2015318851202724,0.1256753166821617
plants_500,0.09103242725656446,3.584330327801062,0.20221402820703321,0.10255282690946965
plants_500,0.1094191212695903,2.7818194038151525,0.20414989869111164,2.8332030012057086e-4
plants_500,0.10300213429781391,2.3213710933366887,0.20357630032249216,0.38006587431651645
plants_500,0.1163477943402389,6.281493352084163,0.20705041766927315,0.002352890360090454
plants_500,0.1020249096800101,2.001018534234768,0.21020809792074224,0.0015032602024909747
plants_500,0.11246700780854191,5.150791507165613,0.21322185746209252,0.03506156159595952
plants_500,0.13354398509526966,6.081534247334152,0.19573486437372384,0.049893755190563605
plants_500,0.10593880681850631,2.0029953542157144,0.19774814812919211,0.025722430396911855
plants_500,0.12675541323136374,2.0008051208949156,0.20183174556282757,0.023983967009089446
plants_500,0.0978695588287658,3.210651141323116,0.20281922089204535,0.31138521931762203
plants_500,0.1201270993820025,7.0488263046633834,0.21230680851380096,0.012731875647729873
plants_500,0.07866685661015227,2.9547754662026544,0.20817901272325373,0.35815140597966755
plants_500,0.13519868853363393,3.6419904544080244,0.2120077068613968,0.0022888633193028363
plants_500,0.09837517222551906,3.4265624624655726,0.21451059698359146,0.008449913588578717
plants_500,0.10093508366507742,6.156791048267331,0.20554749222816554,0.002676190366389386
plants_500,0.08711987853674896,3.2533748563913445,0.20508555377903168,0.014466842705515626
plants_500,0.07734161816807072,6.67053770281668,0.1987970508651757,0.027390257250258454
